number,sci_name,sex,predicted_attractiveness_sex_model,sd_sex_model
535,Amazona agilis,unknown,6.5738,0.0602
536,Amazona albifrons,unknown,6.867,0.0997
537,Amazona amazonica,unknown,6.5665,0.0704
538,Amazona arausiaca,unknown,6.2495,0.0474
539,Amazona auropalliata,unknown,7.0018,0.1014
540,Amazona autumnalis,unknown,6.7758,0.0794
541,Amazona barbadensis,unknown,6.6376,0.1033
542,Amazona brasiliensis,unknown,6.4006,0.0549
543,Amazona collaria,unknown,6.8116,0.0711
544,Amazona dufresniana,unknown,5.8594,0.0529
545,Amazona farinosa,unknown,6.3712,0.0757
546,Amazona festiva,unknown,6.5967,0.0659
547,Amazona finschi,unknown,6.2855,0.0784
548,Amazona guildingii,unknown,6.4934,0.0778
549,Amazona imperialis,unknown,5.5652,0.0531
550,Amazona kawalli,unknown,7.0744,0.0986
551,Amazona leucocephala,unknown,6.22,0.0524
552,Amazona mercenarius,unknown,6.4573,0.0688
553,Amazona ochrocephala,unknown,7.1286,0.0795
554,Amazona oratrix,unknown,6.6274,0.0724
555,Amazona pretrei,female,6.7124,0.112
556,Amazona pretrei,male,6.5854,0.0635
557,Amazona pretrei,unknown,6.7526,0.0782
558,Amazona rhodocorytha,unknown,6.9499,0.0654
559,Amazona tucumana,unknown,6.5437,0.0779
560,Amazona ventralis,unknown,7.0516,0.0943
561,Amazona versicolor,unknown,6.7309,0.0777
562,Amazona vinacea,unknown,6.7486,0.0712
563,Amazona viridigenalis,unknown,6.6883,0.08
564,Amazona vittata,unknown,6.3394,0.0755
565,Amazona xantholora,unknown,6.4212,0.0532
566,Amazonetta brasiliensis,female,5.317,NA
567,Amazonetta brasiliensis,male,5.6345,0.0244
568,Amazonetta brasiliensis,unknown,6.2911,0.0745
569,Amblycercus holosericeus,unknown,5.3855,0.0478
570,Amblyornis inornata,male,5.5738,0.048
571,Amblyornis inornata,unknown,5.4454,0.064
572,Amblyornis macgregoriae,unknown,5.0217,0.0735
573,Amblyornis newtoniana,male,6.6027,0.0398
574,Amblyornis newtoniana,unknown,6.2201,0.0652
575,Amblyospiza albifrons,male,6.0747,0.057
576,Amblyospiza albifrons,unknown,5.6729,0.0627
577,Amblyramphus holosericeus,unknown,7.1079,0.1002
578,Ammodramus aurifrons,male,5.3854,0.0279
579,Ammodramus aurifrons,unknown,5.3581,0.0472
580,Ammodramus humeralis,unknown,5.2054,0.052
581,Ammodramus savannarum,unknown,4.9624,0.0505
582,Ammomanes cinctura,unknown,4.7738,0.0678
583,Ammomanes deserti,unknown,4.4371,0.0673
584,Ammomanes phoenicura,female,5.503,NA
585,Ammomanes phoenicura,unknown,5.3438,0.0405
586,Ammomanopsis grayi,unknown,4.8961,0.0473
587,Ammonastes pelzelni,unknown,5.1224,0.0475
588,Ammoperdix griseogularis,female,5.537,0.0265
589,Ammoperdix griseogularis,male,6.1833,0.0538
590,Ammoperdix griseogularis,unknown,6.8083,0.0352
591,Ammoperdix heyi,male,5.3121,0.0562
592,Ammoperdix heyi,unknown,5.9379,0.0666
593,Ammospiza caudacuta,unknown,5.7751,0.0478
594,Ammospiza leconteii,unknown,6.4484,0.0715
595,Ammospiza maritima,male,5.9935,0.0621
596,Ammospiza maritima,unknown,4.9905,0.048
597,Ammospiza nelsoni,unknown,5.5452,0.0571
598,Ampeliceps coronatus,unknown,5.6631,0.0479
599,Ampelioides tschudii,male,6.7028,0.0833
600,Ampelioides tschudii,unknown,5.664,0.0515
601,Ampelion rubrocristatus,female,6.6143,0.0174
602,Ampelion rubrocristatus,unknown,5.8101,0.0436
603,Ampelion rufaxilla,unknown,6.0841,0.0641
604,Ampelornis griseiceps,male,5.0979,0.0687
605,Ampelornis griseiceps,unknown,5.585,0.0515
606,Amphilais seebohmi,unknown,5.044,0.0565
607,Amphispiza bilineata,male,5.872,0.0578
608,Amphispiza bilineata,unknown,5.7199,0.0455
609,Amphispiza quinquestriata,unknown,5.1518,0.0545
610,Amytornis ballarae,female,6.5201,0.0733
611,Amytornis ballarae,male,6.3936,0.0481
612,Amytornis ballarae,unknown,5.2655,0.047
613,Amytornis barbatus,unknown,5.647,0.0589
614,Amytornis dorotheae,unknown,6.1325,0.0631
615,Amytornis goyderi,unknown,6.6625,0.0624
616,Amytornis housei,unknown,5.9939,0.0606
617,Amytornis merrotsyi,unknown,6.3205,0.06
618,Amytornis modestus,unknown,5.447,0.0366
619,Amytornis oweni,unknown,5.7683,0.0785
620,Amytornis purnelli,female,6.454,NA
621,Amytornis purnelli,male,6.454,NA
622,Amytornis purnelli,unknown,6.2437,0.0623
623,Amytornis rowleyi,unknown,6.3358,0.0672
624,Amytornis striatus,unknown,6.1352,0.0579
625,Amytornis textilis,unknown,5.1163,0.0494
626,Amytornis whitei,unknown,6.0769,0.0615
627,Amytornis woodwardi,unknown,6.8952,0.0808
628,Anabacerthia amaurotis,unknown,4.9727,0.0527
629,Anabacerthia lichtensteini,unknown,5.7475,0.0577
630,Anabacerthia ruficaudata,unknown,5.5393,0.0404
631,Anabacerthia striaticollis,unknown,5.4136,0.0718
632,Anabacerthia variegaticeps,unknown,5.5316,0.0565
633,Anabathmis hartlaubii,male,5.9603,0.0838
634,Anabathmis hartlaubii,unknown,6.451,0.0675
635,Anabathmis newtonii,male,6.4418,0.0479
636,Anabathmis newtonii,unknown,6.6363,0.0823
637,Anabathmis reichenbachii,unknown,6.034,0.0511
638,Anabazenops dorsalis,unknown,5.3511,0.0434
639,Anabazenops fuscus,unknown,5.4035,0.0566
640,Anairetes alpinus,unknown,4.9394,0.0573
641,Anairetes fernandezianus,unknown,5.9402,0.0527
642,Anairetes flavirostris,unknown,5.7913,0.062
643,Anairetes nigrocristatus,unknown,6.794,0.0787
644,Anairetes parulus,unknown,6.2849,0.0653
645,Anairetes reguloides,unknown,6.1181,0.0557
646,Analisoma analis,unknown,5.0365,0.083
647,Analisoma coerulescens,unknown,4.6445,0.0677
648,Analisoma ostenta,unknown,5.2,0.0531
649,Anaplectes rubriceps,unknown,6.3693,0.0741
650,Anarhynchus frontalis,unknown,5.6687,0.057
651,Anas acuta,male,5.735,0.052
652,Anas acuta,unknown,5.6396,0.0494
653,Anas albogularis,female,6.1933,0.0736
654,Anas albogularis,unknown,5.4567,0.0492
655,Anas andium,unknown,5.4524,0.0434
656,Anas aucklandica,unknown,5.3934,0.0471
657,Anas bahamensis,unknown,6.0559,0.0639
658,Anas bernieri,unknown,5.6614,0.0518
659,Anas capensis,unknown,5.2971,0.0601
660,Anas castanea,male,6.1896,0.0667
661,Anas castanea,unknown,5.8694,0.0596
662,Anas chlorotis,unknown,5.7821,0.0706
663,Anas crecca,male,5.6598,0.0233
664,Anas crecca,unknown,5.9206,0.0624
665,Anas diazi,male,5.6889,0.0441
666,Anas diazi,unknown,5.0501,0.0641
667,Anas eatoni,female,4.9478,0.034
668,Anas eatoni,male,5.0425,0.0277
669,Anas eatoni,unknown,5.6246,0.0586
670,Anas erythrorhyncha,unknown,5.8317,0.056
671,Anas flavirostris,unknown,5.383,0.0413
672,Anas fulvigula,male,5.2346,0.0996
673,Anas fulvigula,unknown,5.5354,0.0665
674,Anas georgica,unknown,5.1789,0.0466
675,Anas gibberifrons,male,4.8288,0.0564
676,Anas gibberifrons,unknown,5.4978,0.0522
677,Anas gracilis,female,5.485,0.0717
678,Anas gracilis,unknown,5.368,0.0538
679,Anas laysanensis,unknown,5.3403,0.0508
680,Anas luzonica,unknown,5.4115,0.0471
681,Anas melleri,unknown,5.8143,0.05
682,Anas nesiotis,female,4.7979,0.0524
683,Anas nesiotis,male,4.988,NA
684,Anas nesiotis,unknown,5.9221,0.0727
685,Anas platyrhynchos,male,5.7034,0.0567
686,Anas platyrhynchos,unknown,5.8489,0.0503
687,Anas poecilorhyncha,male,5.7637,0.0585
688,Anas poecilorhyncha,unknown,5.5153,0.0546
689,Anas rubripes,unknown,5.0393,0.0524
690,Anas sparsa,unknown,5.5659,0.0524
691,Anas superciliosa,unknown,6.1373,0.0549
692,Anas undulata,unknown,5.7748,0.0661
693,Anas wyvilliana,male,5.7196,0.0243
694,Anas wyvilliana,unknown,5.1938,0.0559
695,Anas zonorhyncha,male,5.68,0.0563
696,Anas zonorhyncha,unknown,6.1962,0.0767
697,Anastomus lamelligerus,unknown,5.6364,0.053
698,Anastomus oscitans,unknown,5.7324,0.0486
699,Ancistrops strigilatus,unknown,5.2111,0.0575
700,Andigena cucullata,unknown,6.8653,0.0714
701,Andigena hypoglauca,unknown,6.9316,0.0781
702,Andigena laminirostris,female,7.233,0.0981
703,Andigena laminirostris,unknown,7.4416,0.0887
704,Andigena nigrirostris,unknown,7.0668,0.0982
705,Androdon aequatorialis,male,6.1704,0.0783
706,Androdon aequatorialis,unknown,6.9716,0.1091
707,Andropadus importunus,unknown,5.2908,0.055
708,Androphobus viridis,unknown,4.5901,0.0696
709,Anhima cornuta,unknown,5.3103,0.0614
710,Anhinga anhinga,male,6.7177,0.0768
711,Anhinga anhinga,unknown,5.5689,0.0511
712,Anhinga melanogaster,unknown,5.7803,0.0489
713,Anhinga novaehollandiae,male,5.9754,0.0771
714,Anhinga novaehollandiae,unknown,5.5947,0.0467
715,Anhinga rufa,unknown,5.5845,0.053
716,Anisognathus igniventris,unknown,7.0445,0.0866
717,Anisognathus lacrymosus,unknown,6.8065,0.0729
718,Anisognathus melanogenys,unknown,6.5117,0.0681
719,Anisognathus notabilis,unknown,7.0766,0.0944
720,Anisognathus somptuosus,unknown,7.396,0.1032
721,Anodorhynchus hyacinthinus,unknown,7.7429,0.1166
722,Anodorhynchus leari,unknown,6.6782,0.0746
723,Anomalospiza imberbis,male,6.3257,0.0707
724,Anomalospiza imberbis,unknown,5.8415,0.0613
725,Anopetia gounellei,unknown,6.4801,0.0857
726,Anorrhinus austeni,male,5.7379,0.0494
727,Anorrhinus austeni,unknown,6.7158,0.0726
728,Anorrhinus galeritus,male,5.4835,0.0426
729,Anorrhinus galeritus,unknown,5.9861,0.0513
730,Anorrhinus tickelli,unknown,5.6802,0.0567
731,Anous albivitta,unknown,5.8514,0.0575
732,Anous ceruleus,unknown,5.6684,0.0641
733,Anous minutus,unknown,5.5432,0.0696
734,Anous stolidus,unknown,6.0573,0.0577
735,Anous tenuirostris,unknown,5.9342,0.0545
736,Anser albifrons,unknown,5.1784,0.0596
737,Anser anser,unknown,5.1104,0.053
738,Anser brachyrhynchus,unknown,4.6383,0.0707
739,Anser caerulescens,unknown,6.2732,0.0773
740,Anser canagicus,unknown,6.015,0.0599
741,Anser cygnoides,unknown,5.4659,0.0578
742,Anser erythropus,unknown,5.8905,0.0506
743,Anser fabalis,unknown,5.2176,0.051
744,Anser indicus,unknown,6.6979,0.0958
745,Anser rossii,unknown,5.8756,0.051
746,Anser serrirostris,unknown,5.1126,0.0593
747,Anseranas semipalmata,unknown,5.0425,0.0528
748,Anthipes monileger,unknown,5.8164,0.0547
749,Anthipes solitaris,unknown,6.1254,0.0605
750,Anthobaphes violacea,male,7.3694,0.0834
751,Anthobaphes violacea,unknown,6.8646,0.0751
752,Anthocephala berlepschi,unknown,6.8369,0.0813
753,Anthocephala floriceps,unknown,5.9999,0.0898
754,Anthochaera carunculata,unknown,5.0671,0.0535
755,Anthochaera chrysoptera,unknown,4.9124,0.058
756,Anthochaera lunulata,unknown,4.9323,0.0597
757,Anthochaera paradoxa,unknown,5.427,0.0643
758,Anthochaera phrygia,unknown,6.0231,0.0506
759,Anthornis melanura,male,5.554,0.0393
760,Anthornis melanura,unknown,6.1489,0.0457
761,Anthoscopus caroli,unknown,4.8812,0.0651
762,Anthoscopus flavifrons,unknown,4.4284,0.0716
763,Anthoscopus minutus,unknown,5.3502,0.0393
764,Anthoscopus musculus,unknown,4.9882,0.0602
765,Anthoscopus parvulus,unknown,6.2538,0.071
766,Anthoscopus punctifrons,unknown,5.8885,0.0656
767,Anthracoceros albirostris,unknown,6.7202,0.0715
768,Anthracoceros coronatus,female,8.189,NA
769,Anthracoceros coronatus,male,5.0718,0.0578
770,Anthracoceros coronatus,unknown,6.1322,0.0754
771,Anthracoceros malayanus,female,6.1403,0.0709
772,Anthracoceros malayanus,unknown,5.6956,0.0647
773,Anthracoceros marchei,unknown,6.0293,0.0603
774,Anthracoceros montani,unknown,5.8123,0.0468
775,Anthracothorax dominicus,male,6.8379,0.0695
776,Anthracothorax dominicus,unknown,6.6157,0.053
777,Anthracothorax mango,unknown,6.8798,0.084
778,Anthracothorax nigricollis,female,7.6009,0.0782
779,Anthracothorax nigricollis,male,6.8861,0.0498
780,Anthracothorax nigricollis,unknown,7.1555,0.1062
781,Anthracothorax prevostii,female,7.1423,0.0632
782,Anthracothorax prevostii,male,7.1796,0.0688
783,Anthracothorax prevostii,unknown,6.755,0.0925
784,Anthracothorax veraguensis,male,6.3562,0.0428
785,Anthracothorax veraguensis,unknown,7.0242,0.0817
786,Anthracothorax viridigula,female,6.7812,0.0308
787,Anthracothorax viridigula,male,7.4624,0.0659
788,Anthracothorax viridigula,unknown,7.4961,0.0992
789,Anthracothorax viridis,unknown,7.2303,0.0854
790,Anthreptes anchietae,unknown,6.486,0.0665
791,Anthreptes aurantius,female,6.9928,0.0817
792,Anthreptes aurantius,unknown,6.0234,0.0529
793,Anthreptes gabonicus,unknown,5.669,0.0464
794,Anthreptes griseigularis,male,5.539,0.0421
795,Anthreptes griseigularis,unknown,6.3672,0.0685
796,Anthreptes longuemarei,male,6.8243,0.0699
797,Anthreptes longuemarei,unknown,6.667,0.0816
798,Anthreptes malacensis,male,6.7844,0.0797
799,Anthreptes malacensis,unknown,7.6162,0.1015
800,Anthreptes neglectus,male,5.0426,0.0561
801,Anthreptes neglectus,unknown,5.2233,0.0633
802,Anthreptes orientalis,unknown,5.8551,0.0537
803,Anthreptes rectirostris,male,7.135,NA
804,Anthreptes rectirostris,unknown,6.4622,0.0774
805,Anthreptes reichenowi,male,5.639,0.0701
806,Anthreptes reichenowi,unknown,5.3356,0.056
807,Anthreptes rhodolaemus,female,5.6892,0.0661
808,Anthreptes rhodolaemus,male,7.1244,0.0754
809,Anthreptes rhodolaemus,unknown,6.4184,0.0793
810,Anthreptes rubritorques,male,5.6022,0.0581
811,Anthreptes rubritorques,unknown,6.2022,0.0654
812,Anthreptes seimundi,female,6.7712,0.0823
813,Anthreptes seimundi,unknown,5.6324,0.0566
814,Anthreptes simplex,male,5.8068,0.0796
815,Anthreptes simplex,unknown,5.9985,0.0418
816,Anthropoides paradiseus,unknown,7.1096,0.1133
817,Anthropoides virgo,unknown,6.6926,0.0894
818,Anthus antarcticus,unknown,4.9199,0.0539
819,Anthus berthelotii,unknown,5.4137,0.0615
820,Anthus bogotensis,unknown,5.2598,0.0501
821,Anthus brachyurus,unknown,4.4137,0.0722
822,Anthus caffer,unknown,5.159,0.0526
823,Anthus campestris,unknown,4.7152,0.0569
824,Anthus cervinus,unknown,5.5149,0.0602
825,Anthus chacoensis,unknown,4.288,0.0848
826,Anthus cinnamomeus,unknown,4.9227,0.058
827,Anthus correndera,unknown,4.7186,0.0641
828,Anthus crenatus,unknown,4.2418,0.0752
829,Anthus furcatus,unknown,5.0357,0.0544
830,Anthus godlewskii,unknown,5.3008,0.0436
831,Anthus gustavi,unknown,4.991,0.054
832,Anthus gutturalis,unknown,5.0032,0.0462
833,Anthus hellmayri,unknown,4.5124,0.0824
834,Anthus hodgsoni,unknown,5.284,0.0644
835,Anthus hoeschi,unknown,4.5828,0.0769
836,Anthus leucophrys,unknown,4.7884,0.0619
837,Anthus lineiventris,unknown,5.0754,0.0523
838,Anthus lutescens,unknown,5.6097,0.056
839,Anthus melindae,unknown,4.9676,0.0432
840,Anthus nattereri,unknown,4.8456,0.0505
841,Anthus nilghiriensis,unknown,5.219,0.0475
842,Anthus novaeseelandiae,unknown,5.1175,0.0588
843,Anthus nyassae,unknown,4.9908,0.0588
844,Anthus pallidiventris,unknown,5.2068,0.0481
845,Anthus peruvianus,unknown,4.4363,0.0678
846,Anthus petrosus,unknown,5.2232,0.0512
847,Anthus pratensis,unknown,4.5989,0.0575
848,Anthus richardi,unknown,4.8238,0.0576
849,Anthus roseatus,unknown,5.1599,0.0439
850,Anthus rubescens,unknown,4.8843,0.062
851,Anthus rufulus,male,4.7157,0.0636
852,Anthus rufulus,unknown,5.0702,0.062
853,Anthus similis,unknown,5.0826,0.0508
854,Anthus sokokensis,unknown,5.4171,0.0647
855,Anthus spinoletta,unknown,5.2417,0.0586
856,Anthus spragueii,unknown,5.2863,0.051
857,Anthus sylvanus,unknown,4.5136,0.0614
858,Anthus trivialis,unknown,5.1265,0.0564
859,Anthus vaalensis,unknown,4.4317,0.059
860,Antigone antigone,unknown,5.7013,0.0479
861,Antigone canadensis,unknown,6.7578,0.0695
862,Antigone rubicunda,unknown,6.1441,0.0563
863,Antigone vipio,unknown,6.6014,0.0854
864,Antilophia bokermanni,female,6.783,0.0665
865,Antilophia bokermanni,male,7.5467,0.0896
866,Antilophia galeata,male,7.277,0.066
867,Antilophia galeata,unknown,6.8536,0.0816
868,Antrostomus arizonae,unknown,5.3734,0.0482
869,Antrostomus badius,female,5.356,0.024
870,Antrostomus badius,unknown,5.924,0.0789
871,Antrostomus carolinensis,female,5.3362,0.0557
872,Antrostomus carolinensis,male,5.3593,0.0267
873,Antrostomus carolinensis,unknown,5.2262,0.0469
874,Antrostomus cubanensis,unknown,5.5095,0.0532
875,Antrostomus noctitherus,male,5.739,0.0325
876,Antrostomus noctitherus,unknown,5.1696,0.0578
877,Antrostomus ridgwayi,male,5.1124,0.0577
878,Antrostomus ridgwayi,unknown,5.9778,0.0673
879,Antrostomus rufus,female,6.1728,0.0458
880,Antrostomus rufus,male,5.47,NA
881,Antrostomus rufus,unknown,5.3838,0.0591
882,Antrostomus salvini,unknown,5.3605,0.0496
883,Antrostomus saturatus,unknown,5.7842,0.0515
884,Antrostomus sericocaudatus,unknown,5.5177,0.0601
885,Antrostomus vociferus,male,5.5735,0.0417
886,Antrostomus vociferus,unknown,5.5989,0.0445
887,Anumara forbesi,unknown,5.7354,0.0578
888,Anumbius annumbi,unknown,5.0545,0.0476
889,Anurolimnas castaneiceps,unknown,5.4795,0.0482
890,Anurolimnas fasciatus,unknown,5.5771,0.0666
891,Anurolimnas viridis,unknown,5.9598,0.0669
892,Anurophasis monorthonyx,male,5.9703,0.0503
893,Anurophasis monorthonyx,unknown,5.3458,0.0495
894,Apalis alticola,unknown,5.0903,0.0633
895,Apalis argentea,unknown,5.6977,0.055
896,Apalis bamendae,unknown,5.1753,0.0603
897,Apalis binotata,male,5.909,0.0296
898,Apalis binotata,unknown,6.2346,0.0797
899,Apalis chapini,unknown,5.6284,0.0626
900,Apalis chariessa,female,6.0505,0.0296
901,Apalis chariessa,male,5.6624,0.0604
902,Apalis chariessa,unknown,6.5623,0.0789
903,Apalis chirindensis,unknown,4.6815,0.0527
904,Apalis cinerea,unknown,5.4695,0.0461
905,Apalis flavida,unknown,5.8483,0.0647
906,Apalis flavigularis,unknown,5.581,0.0525
907,Apalis fuscigularis,unknown,4.9275,0.0491
908,Apalis goslingi,unknown,4.8482,0.0535
909,Apalis jacksoni,unknown,6.2512,0.0679
910,Apalis karamojae,unknown,5.2755,0.0667
911,Apalis lynesi,unknown,5.5153,0.0543
912,Apalis melanocephala,unknown,5.326,0.0579
913,Apalis nigriceps,female,5.5741,0.0255
914,Apalis nigriceps,male,6.2576,0.0721
915,Apalis nigriceps,unknown,5.7762,0.0547
916,Apalis personata,unknown,5.5901,0.0694
917,Apalis porphyrolaema,unknown,5.7928,0.0634
918,Apalis ruddi,male,6.1287,0.0508
919,Apalis ruddi,unknown,6.0657,0.0508
920,Apalis rufogularis,female,5.0479,0.0468
921,Apalis rufogularis,male,4.808,0.0566
922,Apalis rufogularis,unknown,5.3202,0.0504
923,Apalis sharpii,male,5.6983,0.0526
924,Apalis sharpii,unknown,5.2957,0.0429
925,Apalis thoracica,male,5.3174,0.058
926,Apalis thoracica,unknown,5.1893,0.0452
927,Apaloderma aequatoriale,male,6.8108,0.0619
928,Apaloderma aequatoriale,unknown,6.6816,0.0651
929,Apaloderma narina,unknown,7.3973,0.0968
930,Apaloderma vittatum,male,7.3938,0.1694
931,Apaloderma vittatum,unknown,6.7589,0.0766
932,Apalopteron familiare,unknown,6.8828,0.0677
933,Aphanotriccus audax,unknown,5.5515,0.0475
934,Aphanotriccus capitalis,unknown,6.2734,0.0931
935,Aphantochroa cirrochloris,male,6.7414,0.0461
936,Aphantochroa cirrochloris,unknown,5.8125,0.0556
937,Aphelocephala leucopsis,unknown,4.9427,0.0555
938,Aphelocephala nigricincta,unknown,5.5756,0.053
939,Aphelocephala pectoralis,unknown,5.4026,0.0682
940,Aphelocoma californica,unknown,7.1574,0.0925
941,Aphelocoma coerulescens,unknown,6.8628,0.0975
942,Aphelocoma insularis,unknown,6.8009,0.083
943,Aphelocoma ultramarina,unknown,6.2834,0.0643
944,Aphelocoma unicolor,unknown,7.4322,0.0895
945,Aphelocoma wollweberi,unknown,6.0481,0.0561
946,Aphelocoma woodhouseii,unknown,7.1759,0.0877
947,Aphrastura masafuerae,unknown,5.8684,0.0449
948,Aphrastura spinicauda,unknown,6.686,0.0791
949,Aphrodroma brevirostris,unknown,5.3454,0.0406
950,Aplonis atrifusca,unknown,4.7574,0.0533
951,Aplonis brunneicapillus,unknown,4.8982,0.0583
952,Aplonis cantoroides,unknown,5.5384,0.0588
953,Aplonis cinerascens,unknown,4.8816,0.0685
954,Aplonis crassa,unknown,4.6912,0.0537
955,Aplonis dichroa,unknown,5.089,0.0582
956,Aplonis feadensis,unknown,6.0384,0.0559
957,Aplonis grandis,unknown,5.5693,0.0567
958,Aplonis insularis,unknown,5.2897,0.0499
959,Aplonis magna,unknown,5.7994,0.0652
960,Aplonis metallica,unknown,6.1485,0.0692
961,Aplonis minor,unknown,5.3752,0.0599
962,Aplonis mysolensis,unknown,5.4233,0.0592
963,Aplonis mystacea,unknown,4.8474,0.0696
964,Aplonis opaca,female,5.629,0.0591
965,Aplonis opaca,unknown,4.9957,0.0615
966,Aplonis panayensis,unknown,5.3856,0.0496
967,Aplonis striata,unknown,5.1531,0.0563
968,Aplonis tabuensis,unknown,5.0101,0.0482
969,Aplonis zelandica,unknown,4.8131,0.0678
970,Aprositornis disjuncta,male,5.6577,0.0678
971,Aprositornis disjuncta,unknown,5.4756,0.049
972,Aprosmictus erythropterus,male,7.0475,0.0586
973,Aprosmictus erythropterus,unknown,7.1385,0.0904
974,Aprosmictus jonquillaceus,unknown,6.4247,0.0678
975,Aptenodytes forsteri,unknown,7.4236,0.0907
976,Aptenodytes patagonicus,unknown,7.7114,0.1177
977,Apteryx australis,unknown,5.8536,0.0566
